LAND SQUARE FEET,GROSS SQUARE FEET,SALE PRICE,BOROUGH,NEIGHBORHOOD,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ZIP CODE,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE
2375,1038,449820,5,GREAT KILLS              ,1,4630,8, ,A5,10308,1970,1, A5 ,4/2/2015
2375,1038,478850,5,GREAT KILLS              ,1,4630,4, ,A5,10308,1970,1, A5 ,11/2/2015
2500,1025,440000,5,GREAT KILLS              ,1,4473,65, ,A9,10306,1986,1, A9 ,5/29/2015
2490,1024,405000,5,GREAT KILLS              ,1,5244,122, ,A5,10308,1965,1, A5 ,6/19/2015
6210,1012,415000,5,GREAT KILLS              ,1,5485,24, ,A2,10312,1920,1, A2 ,3/27/2015
4000,1008,400000,5,GREAT KILLS              ,1,5456,140, ,A2,10308,1975,1, A2 ,5/26/2015
4080,1008,449900,5,GREAT KILLS              ,1,5456,115, ,A2,10308,1975,1, A2 ,9/17/2015
3500,1008,377000,5,GREAT KILLS              ,1,5439,70, ,A9,10308,1970,1, A9 ,2/3/2015
5898,1000,494000,5,GREAT KILLS              ,1,5286,57, ,A2,10312,1960,1, A2 ,9/21/2015
60588,990,485000,5,GREAT KILLS              ,1,5523,60, ,A2,10312,1925,1, A2 ,4/28/2015
60588,990,485000,5,GREAT KILLS              ,1,5523,60, ,A2,10312,1925,1, A2 ,4/28/2015
60588,990,485000,5,GREAT KILLS              ,1,5523,60, ,A2,10312,1925,1, A2 ,4/28/2015
3800,988,430000,5,GREAT KILLS              ,1,5261,18, ,A2,10308,1950,1, A2 ,11/24/2015
5150,984,425000,5,GREAT KILLS              ,1,5450,86, ,A2,10308,1925,1, A2 ,8/10/2015
680,978,292500,5,GREAT KILLS              ,1,4596,31, ,A5,10308,1985,1, A5 ,2/25/2015
700,978,272500,5,GREAT KILLS              ,1,4596,22, ,A5,10308,1985,1, A5 ,1/20/2015
4000,960,430000,5,GREAT KILLS              ,1,4618,9, ,A2,10308,1960,1, A2 ,7/13/2015
4380,960,375000,5,GREAT KILLS              ,1,5268,112, ,A2,10312,1955,1, A2 ,11/6/2015
4000,960,343855,5,GREAT KILLS              ,1,5449,29, ,A2,10308,1970,1, A2 ,4/27/2015
3344,960,430000,5,GREAT KILLS              ,1,4624,114, ,A2,10308,1960,1, A2 ,12/14/2015
5000,960,440000,5,GREAT KILLS              ,1,5246,47, ,A2,10308,1940,1, A2 ,4/21/2015
1596,960,317950,5,GREAT KILLS              ,1,4447,6, ,A9,10306,1986,1, A9 ,11/19/2015
4000,938,400000,5,GREAT KILLS              ,1,5274,67, ,A2,10308,1950,1, A2 ,5/4/2015
688,936,265000,5,GREAT KILLS              ,1,4478,451, ,A5,10306,1988,1, A5 ,3/26/2015
5000,935,405372,5,GREAT KILLS              ,1,5201,9, ,A2,10308,1950,1, A2 ,5/21/2015
4000,926,452000,5,GREAT KILLS              ,1,4603,16, ,A2,10308,1965,1, A2 ,7/27/2015
4000,912,495000,5,GREAT KILLS              ,1,5240,51, ,A2,10312,1950,1, A2 ,6/23/2015
5200,904,462500,5,GREAT KILLS              ,1,5265,10, ,A2,10312,1950,1, A2 ,5/21/2015
6390,900,440000,5,GREAT KILLS              ,1,5289,1, ,A2,10312,1955,1, A2 ,4/29/2015
4700,884,435000,5,GREAT KILLS              ,1,5250,57, ,A2,10308,1950,1, A2 ,4/27/2015
3726,872,200000,5,GREAT KILLS              ,1,5145,35, ,A2,10308,1925,1, A2 ,11/2/2015
6600,848,534900,5,GREAT KILLS              ,1,5243,59, ,A2,10312,1964,1, A2 ,11/20/2015
4000,800,410000,5,GREAT KILLS              ,1,5449,65, ,A2,10308,1970,1, A2 ,4/29/2015
2500,788,255000,5,GREAT KILLS              ,1,5310,23, ,A2,10308,1930,1, A2 ,9/15/2015
5000,772,345000,5,GREAT KILLS              ,1,5455,8, ,A2,10308,1945,1, A2 ,9/25/2015
9200,736,550000,5,GREAT KILLS              ,1,5507,195, ,A2,10312,1920,1, A2 ,9/28/2015
2500,728,419900,5,GREAT KILLS              ,1,5454,18, ,A9,10308,1965,1, A9 ,9/28/2015
3375,684,400000,5,GREAT KILLS              ,1,5306,54, ,A6,10308,1930,1, A6 ,7/22/2015
4000,672,390000,5,GREAT KILLS              ,1,5271,15, ,A2,10308,1920,1, A2 ,6/23/2015
2500,648,217456,5,GREAT KILLS              ,1,5310,60, ,A6,10308,1920,1, A6 ,8/12/2015
1443,576,150000,5,GREAT KILLS              ,1,4447,85, ,A5,10306,1986,1, A5 ,12/29/2015
1680,462,210000,5,GREAT KILLS              ,1,5205,19, ,A2,10308,1930,1, A2 ,9/3/2015
5000,2480,610000,5,GREAT KILLS-BAY TERRACE  ,1,5115,9, ,A1,10308,1960,1, A1 ,3/5/2015
5243,2200,590000,5,GREAT KILLS-BAY TERRACE  ,1,5024,32, ,A1,10306,1945,1, A1 ,7/16/2015
4700,2120,675388,5,GREAT KILLS-BAY TERRACE  ,1,4960,41, ,A1,10306,1950,1, A1 ,12/23/2015
2458,2064,520000,5,GREAT KILLS-BAY TERRACE  ,1,5093,45, ,A5,10306,2014,1, A5 ,3/11/2015
4000,1958,553000,5,GREAT KILLS-BAY TERRACE  ,1,4698,6, ,A1,10306,1965,1, A1 ,12/1/2015
6000,1750,302500,5,GREAT KILLS-BAY TERRACE  ,1,5113,29, ,A1,10308,1935,1, A1 ,6/17/2015
5225,1746,490000,5,GREAT KILLS-BAY TERRACE  ,1,5019,16, ,A1,10306,1925,1, A1 ,7/2/2015
2450,1564,425000,5,GREAT KILLS-BAY TERRACE  ,1,5020,17, ,A5,10306,1970,1, A5 ,1/15/2015
2450,1564,370000,5,GREAT KILLS-BAY TERRACE  ,1,5020,13, ,A5,10306,1970,1, A5 ,12/8/2015
2450,1564,400000,5,GREAT KILLS-BAY TERRACE  ,1,5020,38, ,A5,10306,1965,1, A5 ,5/28/2015
1395,1500,472770,5,GREAT KILLS-BAY TERRACE  ,1,5016,44, ,A5,10306,2003,1, A5 ,6/10/2015
4000,1424,515000,5,GREAT KILLS-BAY TERRACE  ,1,5114,25, ,A1,10308,1930,1, A1 ,3/11/2015
2400,1380,435000,5,GREAT KILLS-BAY TERRACE  ,1,5097,49, ,A5,10308,1982,1, A5 ,10/21/2015
2400,1380,430000,5,GREAT KILLS-BAY TERRACE  ,1,5097,52, ,A5,10308,1982,1, A5 ,3/19/2015
3840,1200,470000,5,GREAT KILLS-BAY TERRACE  ,1,4696,11, ,A2,10306,1960,1, A2 ,6/22/2015
2500,1200,458900,5,GREAT KILLS-BAY TERRACE  ,1,5099,25, ,A5,10308,1975,1, A5 ,11/20/2015
2472,1184,439000,5,GREAT KILLS-BAY TERRACE  ,1,5101,50, ,A5,10308,1975,1, A5 ,9/1/2015
2500,1176,428900,5,GREAT KILLS-BAY TERRACE  ,1,5096,15, ,A5,10306,1975,1, A5 ,2/13/2015
2300,1176,445000,5,GREAT KILLS-BAY TERRACE  ,1,5094,42, ,A5,10306,1975,1, A5 ,8/4/2015
2400,1176,410000,5,GREAT KILLS-BAY TERRACE  ,1,5102,21, ,A5,10308,1975,1, A5 ,4/8/2015
2300,1176,375000,5,GREAT KILLS-BAY TERRACE  ,1,5094,33, ,A5,10306,1975,1, A5 ,11/18/2015
2500,1176,408000,5,GREAT KILLS-BAY TERRACE  ,1,5102,30, ,A5,10308,1975,1, A5 ,10/15/2015
4180,1144,520000,5,GREAT KILLS-BAY TERRACE  ,1,5022,64, ,A2,10306,1960,1, A2 ,9/2/2015
2500,1140,330000,5,GREAT KILLS-BAY TERRACE  ,1,4974,25, ,A5,10306,1970,1, A5 ,11/25/2015
2500,1140,460000,5,GREAT KILLS-BAY TERRACE  ,1,4972,13, ,A5,10306,1970,1, A5 ,9/22/2015
4320,1104,450000,5,GREAT KILLS-BAY TERRACE  ,1,4965,32, ,A2,10306,1955,1, A2 ,1/29/2015
2856,1000,327840,5,GREAT KILLS-BAY TERRACE  ,1,5101,8, ,A5,10308,1970,1, A5 ,4/14/2015
10920,6076,2000000,5,GRYMES HILL              ,1,592,315, ,A1,10301,1930,1, A1 ,10/5/2015
13200,6000,2350000,5,GRYMES HILL              ,1,592,80, ,A3,10301,1992,1, A3 ,10/30/2015
12326,3056,700000,5,GRYMES HILL              ,1,619,22, ,A2,10301,1960,1, A2 ,5/21/2015
16000,2624,620000,5,GRYMES HILL              ,1,614,1, ,A1,10301,1920,1, A1 ,3/19/2015
15618,1992,435750,5,GRYMES HILL              ,1,630,119, ,A1,10301,1960,1, A1 ,5/19/2015
6000,1960,632500,5,GRYMES HILL              ,1,597,29, ,A2,10301,1945,1, A2 ,2/25/2015
3800,1843,440500,5,GRYMES HILL              ,1,618,204, ,A1,10304,2008,1, A1 ,11/25/2015
2950,1770,514216,5,GRYMES HILL              ,1,621,7, ,A1,10304,2014,1, A1 ,12/9/2015
5123,1760,480000,5,GRYMES HILL              ,1,619,145, ,A2,10301,1979,1, A2 ,12/9/2015
10000,1648,405000,5,GRYMES HILL              ,1,618,195, ,A2,10304,1955,1, A2 ,4/24/2015
8650,1450,575000,5,GRYMES HILL              ,1,631,84, ,A2,10301,1950,1, A2 ,3/23/2015
2950,1425,359500,5,GRYMES HILL              ,1,621,9, ,A5,10304,1991,1, A5 ,3/31/2015
15416,1368,740000,5,GRYMES HILL              ,1,616,210, ,A1,10301,1925,1, A1 ,2/9/2015
2375,1308,246500,5,GRYMES HILL              ,1,614,143, ,A1,10304,1940,1, A1 ,5/6/2015
6000,1248,433000,5,GRYMES HILL              ,1,622,57, ,A2,10304,1930,1, A2 ,4/3/2015
5175,1184,290000,5,GRYMES HILL              ,1,618,165, ,A1,10304,1915,1, A1 ,9/10/2015
3775,1176,190000,5,GRYMES HILL              ,1,618,15, ,A1,10304,1915,1, A1 ,8/17/2015
2850,976,255000,5,GRYMES HILL              ,1,622,40, ,A1,10304,1915,1, A1 ,6/10/2015
9750,800,519070,5,GRYMES HILL              ,1,627,7, ,A2,10304,1955,1, A2 ,5/8/2015
4325,750,379000,5,GRYMES HILL              ,1,621,25, ,A2,10304,1940,1, A2 ,11/30/2015
9000,7595,1374637,5,HUGUENOT                 ,1,6552,36, ,A1,10312,2015,1, A1 ,11/6/2015
13500,5820,930000,5,HUGUENOT                 ,1,6886,17, ,A1,10309,1983,1, A1 ,1/28/2015
32923,5236,300000,5,HUGUENOT                 ,1,6552,60, ,A3,10312,2015,1, A3 ,10/2/2015
10000,3860,1295000,5,HUGUENOT                 ,1,6535,5, ,A3,10312,1987,1, A3 ,7/20/2015
