LAND SQUARE FEET,GROSS SQUARE FEET,SALE PRICE,BOROUGH,NEIGHBORHOOD,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ZIP CODE,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE
3440,1008,470000,5,SOUTH BEACH              ,1,3121,184, ,A2,10305,1955,1, A2 ,6/25/2015
1350,1008,340000,5,SOUTH BEACH              ,1,3396,23, ,A5,10305,1999,1, A5 ,7/10/2015
2450,1008,338000,5,SOUTH BEACH              ,1,3396,24, ,A5,10305,1999,1, A5 ,4/23/2015
4000,988,317000,5,SOUTH BEACH              ,1,3249,18, ,A2,10305,1950,1, A2 ,6/12/2015
3895,960,320000,5,SOUTH BEACH              ,1,3353,7, ,A5,10305,1989,1, A5 ,9/18/2015
4000,960,425000,5,SOUTH BEACH              ,1,3250,15, ,A2,10305,1950,1, A2 ,3/19/2015
6600,960,200000,5,SOUTH BEACH              ,1,3373,1, ,A2,10305,1955,1, A2 ,8/14/2015
4333,960,400000,5,SOUTH BEACH              ,1,3393,61, ,A2,10305,1960,1, A2 ,5/20/2015
3250,940,295000,5,SOUTH BEACH              ,1,3121,45, ,A2,10305,1921,1, A2 ,1/7/2015
4000,840,300000,5,SOUTH BEACH              ,1,3246,88, ,A2,10305,1950,1, A2 ,9/11/2015
2700,840,375000,5,SOUTH BEACH              ,1,3121,199, ,A2,10305,1950,1, A2 ,12/14/2015
4000,825,370000,5,SOUTH BEACH              ,1,3254,9, ,A2,10305,1945,1, A2 ,9/15/2015
2438,780,341000,5,SOUTH BEACH              ,1,3371,19, ,A5,10305,1988,1, A5 ,4/22/2015
1550,780,279000,5,SOUTH BEACH              ,1,3371,59, ,A5,10305,1988,1, A5 ,5/5/2015
2640,780,295000,5,SOUTH BEACH              ,1,3371,55, ,A5,10305,1988,1, A5 ,2/23/2015
2409,760,345000,5,SOUTH BEACH              ,1,3124,255, ,A2,10305,1940,1, A2 ,7/22/2015
4600,756,235000,5,SOUTH BEACH              ,1,3411,78, ,A2,10305,1940,1, A2 ,5/28/2015
4000,704,280000,5,SOUTH BEACH              ,1,3412,81, ,A2,10305,1925,1, A2 ,3/26/2015
2800,704,135000,5,SOUTH BEACH              ,1,3119,70, ,A2,10305,1899,1, A2 ,5/12/2015
2250,640,260000,5,SOUTH BEACH              ,1,3124,75, ,A2,10305,1940,1, A2 ,4/14/2015
3000,640,330000,5,SOUTH BEACH              ,1,3392,5, ,A2,10305,1920,1, A2 ,3/19/2015
6000,616,280000,5,SOUTH BEACH              ,1,3412,67, ,A2,10305,1930,1, A2 ,6/3/2015
3160,576,100000,5,SOUTH BEACH              ,1,3125,143, ,A2,10305,1930,1, A2 ,12/16/2015
3698,486,250000,5,SOUTH BEACH              ,1,3405,19, ,A2,10305,1915,1, A2 ,9/30/2015
2132,456,155023,5,SOUTH BEACH              ,1,3122,173, ,A2,10305,1920,1, A2 ,11/12/2015
2366,432,175000,5,SOUTH BEACH              ,1,3122,227, ,A2,10305,1920,1, A2 ,9/18/2015
2821,400,270000,5,SOUTH BEACH              ,1,3122,224, ,A2,10305,1920,1, A2 ,10/7/2015
7210,3607,620000,5,STAPLETON                ,1,516,17, ,A1,10304,1899,1, A1 ,2/27/2015
2330,3500,620000,5,STAPLETON                ,4,562,72, ,K4,10304,1931,4, K4 ,7/22/2015
10241,3048,785000,5,STAPLETON                ,1,518,110, ,A1,10304,1899,1, A1 ,11/2/2015
9984,2950,400000,5,STAPLETON                ,1,585,25, ,A1,10304,1901,1, A1 ,8/5/2015
12080,2697,570000,5,STAPLETON                ,1,506,74, ,A1,10301,1925,1, A1 ,3/5/2015
3000,2120,100000,5,STAPLETON                ,1,527,63, ,S1,10304,1931,1, S1 ,12/14/2015
5304,1819,435000,5,STAPLETON                ,1,516,7, ,A1,10304,1925,1, A1 ,1/22/2015
5253,1650,161226,5,STAPLETON                ,1,536,47, ,A1,10304,1899,1, A1 ,8/28/2015
13065,1550,400000,5,STAPLETON                ,1,515,36, ,A1,10304,1920,1, A1 ,10/9/2015
5952,1544,120000,5,STAPLETON                ,1,542,24, ,A1,10304,1920,1, A1 ,9/2/2015
5000,1412,510000,5,STAPLETON                ,1,584,60, ,A1,10304,1901,1, A1 ,4/21/2015
3420,1407,340704,5,STAPLETON                ,1,537,14, ,A5,10304,2006,1, A5 ,7/1/2015
2184,1382,290000,5,STAPLETON                ,1,563,128, ,A1,10304,1925,1, A1 ,3/31/2015
2800,1344,252000,5,STAPLETON                ,1,556,230, ,A1,10304,1925,1, A1 ,11/17/2015
6300,1256,966000,5,STAPLETON                ,1,513,96, ,A1,10304,1910,1, A1 ,10/8/2015
1900,1250,165000,5,STAPLETON                ,1,513,57, ,A5,10304,2003,1, A5 ,1/8/2015
2500,1156,185000,5,STAPLETON                ,1,563,138, ,A1,10304,1901,1, A1 ,1/8/2015
3030,1112,210000,5,STAPLETON                ,1,556,260, ,A1,10304,1925,1, A1 ,10/28/2015
3500,1102,295000,5,STAPLETON                ,1,562,93, ,A1,10304,1930,1, A1 ,8/31/2015
2640,1096,240000,5,STAPLETON                ,1,556,234, ,A1,10304,1925,1, A1 ,10/28/2015
2774,1086,173000,5,STAPLETON                ,1,532,10, ,A5,10304,2004,1, A5 ,3/10/2015
2774,1086,278000,5,STAPLETON                ,1,532,10, ,A5,10304,2004,1, A5 ,12/21/2015
1300,1086,270000,5,STAPLETON                ,1,532,7, ,A5,10304,2004,1, A5 ,2/12/2015
1900,1086,175000,5,STAPLETON                ,1,532,5, ,A5,10304,2004,1, A5 ,4/20/2015
2178,1080,255000,5,STAPLETON                ,1,513,36, ,A5,10304,1998,1, A5 ,4/10/2015
3000,1072,107484,5,STAPLETON                ,1,563,98, ,A1,10304,1910,1, A1 ,2/13/2015
3000,1072,243000,5,STAPLETON                ,1,563,98, ,A1,10304,1910,1, A1 ,10/23/2015
2500,1000,160000,5,STAPLETON                ,1,506,58, ,A1,10304,1910,1, A1 ,3/11/2015
2533,993,145000,5,STAPLETON                ,1,562,44, ,A1,10304,1920,1, A1 ,5/20/2015
3175,952,130000,5,STAPLETON                ,1,562,9, ,A1,10304,1930,1, A1 ,3/11/2015
3240,660,153000,5,STAPLETON                ,1,563,127, ,A2,10304,1925,1, A2 ,4/7/2015
2500,605,200000,5,STAPLETON                ,1,544,117, ,A1,10304,1915,1, A1 ,2/26/2015
5000,2016,510000,5,STAPLETON-CLIFTON        ,1,2837,6, ,A1,10304,1901,1, A1 ,9/11/2015
4699,1920,458000,5,STAPLETON-CLIFTON        ,1,2839,80, ,A1,10304,1915,1, A1 ,8/28/2015
2350,1600,378000,5,STAPLETON-CLIFTON        ,1,2839,22, ,A5,10304,2004,1, A5 ,2/13/2015
1534,1578,354900,5,STAPLETON-CLIFTON        ,1,2873,81, ,A5,10304,2014,1, A5 ,2/13/2015
1534,1578,375078,5,STAPLETON-CLIFTON        ,1,2873,82, ,A5,10304,2014,1, A5 ,3/20/2015
1534,1578,430950,5,STAPLETON-CLIFTON        ,1,2873,83, ,A5,10304,2014,1, A5 ,12/23/2015
1728,1578,370008,5,STAPLETON-CLIFTON        ,1,2873,107, ,A5,10304,2014,1, A5 ,12/29/2015
1728,1578,370008,5,STAPLETON-CLIFTON        ,1,2873,108, ,A5,10304,2014,1, A5 ,12/29/2015
1728,1578,370008,5,STAPLETON-CLIFTON        ,1,2873,112, ,A5,10304,2015,1, A5 ,12/30/2015
1534,1578,375078,5,STAPLETON-CLIFTON        ,1,2873,86, ,A5,10304,2014,1, A5 ,11/2/2015
1534,1578,364938,5,STAPLETON-CLIFTON        ,1,2873,87, ,A5,10304,2014,1, A5 ,11/2/2015
1534,1578,364938,5,STAPLETON-CLIFTON        ,1,2873,88, ,A5,10304,2014,1, A5 ,11/3/2015
1534,1578,364938,5,STAPLETON-CLIFTON        ,1,2873,89, ,A5,10304,2014,1, A5 ,10/22/2015
1534,1578,364938,5,STAPLETON-CLIFTON        ,1,2873,90, ,A5,10304,2014,1, A5 ,10/16/2015
4046,1578,390390,5,STAPLETON-CLIFTON        ,1,2873,185, ,A5,10304,2014,1, A5 ,11/2/2015
1534,1578,375180,5,STAPLETON-CLIFTON        ,1,2873,78, ,A5,10304,2014,1, A5 ,2/9/2015
1534,1578,354900,5,STAPLETON-CLIFTON        ,1,2873,79, ,A5,10304,2014,1, A5 ,2/25/2015
1534,1578,354900,5,STAPLETON-CLIFTON        ,1,2873,80, ,A5,10304,2014,1, A5 ,2/18/2015
1230,1405,260000,5,STAPLETON-CLIFTON        ,1,2840,416, ,A5,10304,2002,1, A5 ,12/18/2015
1560,1400,334000,5,STAPLETON-CLIFTON        ,1,2840,263, ,A5,10304,1999,1, A5 ,1/22/2015
1800,1400,365000,5,STAPLETON-CLIFTON        ,1,2839,143, ,A5,10304,2005,1, A5 ,10/13/2015
1733,1380,383000,5,STAPLETON-CLIFTON        ,1,2839,162, ,A5,10304,2005,1, A5 ,5/15/2015
3662,1248,384306,5,STAPLETON-CLIFTON        ,1,2873,84, ,A5,10304,2014,1, A5 ,9/30/2015
2278,1248,354900,5,STAPLETON-CLIFTON        ,1,2873,77, ,A5,10304,2014,1, A5 ,6/2/2015
2175,1240,390000,5,STAPLETON-CLIFTON        ,1,2840,151, ,A5,10304,2004,1, A5 ,11/6/2015
4050,1152,200000,5,STAPLETON-CLIFTON        ,1,2868,35, ,A1,10304,1940,1, A1 ,3/23/2015
4050,1152,327500,5,STAPLETON-CLIFTON        ,1,2868,35, ,A1,10304,1940,1, A1 ,10/22/2015
4140,1152,339900,5,STAPLETON-CLIFTON        ,1,2868,10, ,A1,10304,1940,1, A1 ,12/11/2015
1350,1110,235000,5,STAPLETON-CLIFTON        ,1,2869,87, ,A5,10304,2004,1, A5 ,5/27/2015
2970,1110,320000,5,STAPLETON-CLIFTON        ,1,2869,89, ,A5,10304,2004,1, A5 ,4/10/2015
4050,988,325000,5,STAPLETON-CLIFTON        ,1,2867,449, ,A2,10304,1950,1, A2 ,9/2/2015
4500,988,185000,5,STAPLETON-CLIFTON        ,1,2867,436, ,A2,10304,1950,1, A2 ,7/9/2015
4050,988,360000,5,STAPLETON-CLIFTON        ,1,2867,444, ,A2,10304,1950,1, A2 ,12/17/2015
10388,3583,200000,5,SUNNYSIDE                ,1,695,62, ,A3,10314,2012,1, A3 ,9/2/2015
7881,2386,980000,5,SUNNYSIDE                ,1,674,49, ,A1,10301,1955,1, A1 ,11/10/2015
2475,2122,450000,5,SUNNYSIDE                ,1,681,155, ,A5,10301,1988,1, A5 ,3/18/2015
4000,1750,605000,5,SUNNYSIDE                ,1,601,72, ,A1,10301,1925,1, A1 ,12/7/2015
5340,1716,496000,5,SUNNYSIDE                ,1,598,12, ,A2,10301,1955,1, A2 ,10/15/2015
6000,1652,606000,5,SUNNYSIDE                ,1,601,65, ,A1,10301,1915,1, A1 ,7/20/2015
3400,1640,360500,5,SUNNYSIDE                ,1,681,111, ,A1,10301,1930,1, A1 ,1/16/2015
4000,1600,455000,5,SUNNYSIDE                ,1,605,50, ,A1,10301,1920,1, A1 ,12/29/2015
2000,1600,430000,5,SUNNYSIDE                ,1,666,18, ,A5,10301,1991,1, A5 ,12/22/2015
6000,1452,185000,5,SUNNYSIDE                ,1,607,24, ,A1,10301,1930,1, A1 ,4/23/2015
6000,1452,565000,5,SUNNYSIDE                ,1,607,24, ,A1,10301,1930,1, A1 ,11/12/2015
17415,1368,550000,5,SUNNYSIDE                ,1,681,290, ,A2,10301,1935,1, A2 ,9/14/2015
6000,1364,445000,5,SUNNYSIDE                ,1,661,45, ,A2,10301,1975,1, A2 ,1/22/2015
6105,1350,484000,5,SUNNYSIDE                ,1,677,10, ,A2,10301,1955,1, A2 ,4/6/2015
4000,1326,400000,5,SUNNYSIDE                ,1,679,56, ,A1,10301,1920,1, A1 ,8/24/2015
4000,1200,472500,5,SUNNYSIDE                ,1,674,22, ,A1,10301,1920,1, A1 ,7/29/2015
5152,1196,490000,5,SUNNYSIDE                ,1,676,39, ,A2,10301,1955,1, A2 ,11/16/2015
1999,1190,420000,5,SUNNYSIDE                ,1,657,24, ,A5,10301,1997,1, A5 ,4/23/2015
2133,1144,365000,5,SUNNYSIDE                ,1,671,29, ,A9,10301,1975,1, A9 ,9/11/2015
4000,1144,480000,5,SUNNYSIDE                ,1,666,38, ,A2,10301,1950,1, A2 ,7/22/2015
2133,1144,410000,5,SUNNYSIDE                ,1,671,121, ,A9,10301,1975,1, A9 ,12/22/2015
5535,1100,555000,5,SUNNYSIDE                ,1,694,163, ,A2,10314,1910,1, A2 ,4/24/2015
4000,1088,412888,5,SUNNYSIDE                ,1,603,36, ,A1,10301,1925,1, A1 ,11/20/2015
6000,1064,565000,5,SUNNYSIDE                ,1,610,333, ,A1,10301,1960,1, A1 ,7/27/2015
4000,1044,362000,5,SUNNYSIDE                ,1,674,18, ,A2,10301,1955,1, A2 ,7/13/2015
4000,1040,499900,5,SUNNYSIDE                ,1,602,84, ,A1,10301,1935,1, A1 ,8/19/2015
4000,920,350000,5,SUNNYSIDE                ,1,654,18, ,A2,10301,1925,1, A2 ,11/18/2015
5120,910,330000,5,SUNNYSIDE                ,1,681,252, ,A2,10301,1940,1, A2 ,3/12/2015
4000,808,305000,5,SUNNYSIDE                ,1,680,13, ,A2,10301,1910,1, A2 ,10/13/2015
2916,484,324000,5,SUNNYSIDE                ,1,681,124, ,A2,10301,1920,1, A2 ,5/21/2015
13071,7147,1312500,5,TODT HILL                ,1,688,30, ,A3,10301,1990,1, A3 ,10/9/2015
9212,6636,999500,5,TODT HILL                ,1,872,10, ,A1,10304,1985,1, A1 ,6/4/2015
10000,6090,1340000,5,TODT HILL                ,1,684,195, ,A3,10301,1984,1, A3 ,5/21/2015
27162,5522,2650000,5,TODT HILL                ,1,878,330, ,A3,10304,1997,1, A3 ,6/29/2015
25676,4967,2000000,5,TODT HILL                ,1,891,140, ,A3,10304,1986,1, A3 ,5/28/2015
10000,3935,1565000,5,TODT HILL                ,1,881,208, ,A3,10304,1983,1, A3 ,5/14/2015
10710,3628,1655000,5,TODT HILL                ,1,894,195, ,A3,10304,1997,1, A3 ,3/16/2015
10030,3376,1325000,5,TODT HILL                ,1,898,180, ,A1,10304,2010,1, A1 ,8/20/2015
16188,2784,1350000,5,TODT HILL                ,1,880,1, ,A1,10304,1955,1, A1 ,8/11/2015
10000,2632,775000,5,TODT HILL                ,1,683,221, ,A1,10301,1975,1, A1 ,6/19/2015
36783,2400,1500000,5,TODT HILL                ,1,882,210, ,A3,10301,1960,1, A3 ,4/2/2015
21585,2294,999500,5,TODT HILL                ,1,902,113, ,A2,10304,1960,1, A2 ,5/29/2015
9785,1960,1275000,5,TODT HILL                ,1,881,132, ,A3,10304,1975,1, A3 ,12/9/2015
11514,1932,800000,5,TODT HILL                ,1,684,240, ,A2,10301,1955,1, A2 ,2/6/2015
15554,1880,785000,5,TODT HILL                ,1,684,300, ,A1,10301,1930,1, A1 ,9/21/2015
10000,1501,800000,5,TODT HILL                ,1,837,482, ,A0,10301,1950,1, A0 ,6/26/2015
11000,2770,910000,5,TOMPKINSVILLE            ,1,571,207, ,A1,10304,1970,1, A1 ,6/16/2015
5900,2654,585000,5,TOMPKINSVILLE            ,1,576,72, ,A2,10304,1920,1, A2 ,9/28/2015
7500,2440,230000,5,TOMPKINSVILLE            ,1,570,1, ,A1,10301,1899,1, A1 ,11/13/2015
5580,2300,420000,5,TOMPKINSVILLE            ,1,580,60, ,A5,10304,1999,1, A5 ,10/22/2015
1275,1866,510000,5,TOMPKINSVILLE            ,1,569,88, ,S1,10301,1931,1, S1 ,6/24/2015
6120,1826,370000,5,TOMPKINSVILLE            ,1,578,26, ,A1,10304,1920,1, A1 ,3/10/2015
1875,1812,300000,5,TOMPKINSVILLE            ,1,569,71, ,S1,10301,1931,1, S1 ,4/29/2015
10000,1786,610000,5,TOMPKINSVILLE            ,1,571,167, ,A2,10304,1985,1, A2 ,7/24/2015
10000,1786,630000,5,TOMPKINSVILLE            ,1,571,167, ,A2,10304,1985,1, A2 ,10/23/2015
5360,1721,550000,5,TOMPKINSVILLE            ,1,578,20, ,A1,10304,1920,1, A1 ,7/15/2015
6320,1700,445000,5,TOMPKINSVILLE            ,1,115,19, ,A1,10301,1901,1, A1 ,12/29/2015
13200,1626,340000,5,TOMPKINSVILLE            ,1,577,12, ,A1,10304,1920,1, A1 ,12/29/2015
5500,1440,340000,5,TOMPKINSVILLE            ,1,570,22, ,A1,10301,1899,1, A1 ,10/21/2015
2500,1244,396000,5,TOMPKINSVILLE            ,1,569,123, ,A1,10301,1925,1, A1 ,11/9/2015
2219,1240,108000,5,TOMPKINSVILLE            ,1,576,44, ,A1,10301,1920,1, A1 ,7/24/2015
2219,1240,187500,5,TOMPKINSVILLE            ,1,576,44, ,A1,10301,1920,1, A1 ,8/20/2015
4224,1182,418480,5,TOMPKINSVILLE            ,1,569,128, ,A5,10301,1988,1, A5 ,10/6/2015
2250,900,345000,5,TOMPKINSVILLE            ,1,574,49, ,A1,10301,1920,1, A1 ,4/23/2015
3100,5520,512000,5,TOTTENVILLE              ,1,8044,36, ,A1,10307,1945,1, A1 ,11/17/2015
9700,4800,950000,5,TOTTENVILLE              ,1,7912,77, ,A3,10307,1988,1, A3 ,12/28/2015
6650,3848,965000,5,TOTTENVILLE              ,1,7925,66, ,A3,10307,1991,1, A3 ,8/6/2015
4433,3718,770000,5,TOTTENVILLE              ,1,7826,115, ,A1,10307,2004,1, A1 ,7/28/2015
4253,3718,777000,5,TOTTENVILLE              ,1,7826,105, ,A1,10307,2004,1, A1 ,5/13/2015
4253,3718,775000,5,TOTTENVILLE              ,1,7826,108, ,A1,10307,2004,1, A1 ,6/1/2015
6500,3360,760000,5,TOTTENVILLE              ,1,7913,34, ,A3,10307,1986,1, A3 ,4/1/2015
7500,3330,500000,5,TOTTENVILLE              ,1,7858,38, ,A1,10307,1930,1, A1 ,6/29/2015
8500,3143,120000,5,TOTTENVILLE              ,1,7867,39, ,A1,10307,2005,1, A1 ,8/3/2015
10560,2950,1575000,5,TOTTENVILLE              ,1,7793,25, ,A3,10307,1988,1, A3 ,8/31/2015
6074,2938,997000,5,TOTTENVILLE              ,1,7818,63, ,A3,10307,2014,1, A3 ,6/2/2015
3442,2907,529490,5,TOTTENVILLE              ,1,8024,50, ,A5,10307,2014,1, A5 ,7/31/2015
6500,2752,790000,5,TOTTENVILLE              ,1,7885,70, ,A1,10307,1989,1, A1 ,10/30/2015
4275,2700,740000,5,TOTTENVILLE              ,1,7908,36, ,A1,10307,1994,1, A1 ,10/30/2015
4433,2700,680000,5,TOTTENVILLE              ,1,7915,29, ,A1,10307,2001,1, A1 ,11/2/2015
3100,2477,450000,5,TOTTENVILLE              ,4,7899,14, ,K4,10307,1935,4, K4 ,5/6/2015
4000,2412,152000,5,TOTTENVILLE              ,1,7964,14, ,A3,10307,2015,1, V0 ,4/27/2015
4387,2400,150000,5,TOTTENVILLE              ,1,7923,66, ,A1,10307,1997,1, A1 ,3/16/2015
4370,2400,632000,5,TOTTENVILLE              ,1,8013,9, ,A1,10307,2001,1, A1 ,3/20/2015
2393,2400,410000,5,TOTTENVILLE              ,1,7996,2, ,A1,10307,2005,1, A1 ,9/24/2015
4322,2356,635000,5,TOTTENVILLE              ,1,7850,95, ,A1,10307,1994,1, A1 ,10/9/2015
4325,2334,560000,5,TOTTENVILLE              ,1,8003,71, ,A1,10307,2003,1, A1 ,9/17/2015
4458,2229,410000,5,TOTTENVILLE              ,1,7841,66, ,A1,10307,2005,1, A1 ,6/19/2015
5350,2220,649500,5,TOTTENVILLE              ,1,8038,4, ,A1,10307,2004,1, A1 ,9/18/2015
10260,2212,418000,5,TOTTENVILLE              ,1,8033,73, ,A1,10307,1901,1, A1 ,9/22/2015
4014,2110,560000,5,TOTTENVILLE              ,1,8025,114, ,A1,10307,1901,1, A1 ,8/5/2015
7500,2100,515000,5,TOTTENVILLE              ,1,7891,14, ,A2,10307,1965,1, A2 ,3/6/2015
3395,2062,534581,5,TOTTENVILLE              ,1,8024,49, ,A5,10307,2014,1, A5 ,8/27/2015
18759,2002,905000,5,TOTTENVILLE              ,1,7966,25, ,A1,10307,1983,1, A1 ,1/5/2015
3430,2000,567500,5,TOTTENVILLE              ,1,7997,69, ,A1,10307,2001,1, A1 ,10/19/2015
7398,1989,470000,5,TOTTENVILLE              ,1,8042,51, ,A1,10307,1925,1, A1 ,6/23/2015
5033,1968,660000,5,TOTTENVILLE              ,1,7895,34, ,A1,10307,1945,1, A1 ,10/2/2015
2500,1925,327734,5,TOTTENVILLE              ,1,7859,47, ,A1,10307,1930,1, A1 ,11/18/2015
6336,1836,650000,5,TOTTENVILLE              ,1,7941,78, ,A1,10307,1970,1, A1 ,8/21/2015
3700,1836,515000,5,TOTTENVILLE              ,1,8044,30, ,A1,10307,1920,1, A1 ,4/8/2015
5760,1808,600000,5,TOTTENVILLE              ,1,7939,46, ,A1,10307,1983,1, A1 ,1/16/2015
3925,1800,575000,5,TOTTENVILLE              ,1,8036,19, ,A1,10307,2001,1, A1 ,4/27/2015
2500,1800,262500,5,TOTTENVILLE              ,1,7880,4, ,A1,10307,1925,1, A1 ,10/21/2015
2500,1800,524807,5,TOTTENVILLE              ,1,7880,4, ,A1,10307,1925,1, A1 ,3/24/2015
3048,1793,525000,5,TOTTENVILLE              ,1,7860,226, ,A5,10307,2006,1, A5 ,10/15/2015
4294,1768,475000,5,TOTTENVILLE              ,1,7965,13, ,A1,10307,1978,1, A1 ,1/30/2015
1276,1716,337500,5,TOTTENVILLE              ,1,7863,21, ,A5,10307,1990,1, A5 ,11/5/2015
6783,1700,580000,5,TOTTENVILLE              ,1,8048,12, ,A1,10307,1915,1, A1 ,7/2/2015
7500,1668,330000,5,TOTTENVILLE              ,1,8008,45, ,A1,10309,1899,1, A1 ,8/20/2015
4400,1624,498000,5,TOTTENVILLE              ,1,7964,16, ,A1,10307,1941,1, A1 ,4/27/2015
4400,1624,540000,5,TOTTENVILLE              ,1,7964,16, ,A1,10307,1941,1, A1 ,6/26/2015
5450,1620,495000,5,TOTTENVILLE              ,1,8049,44, ,A1,10307,1920,1, A1 ,6/12/2015
5225,1584,475000,5,TOTTENVILLE              ,1,7911,1, ,A2,10307,1960,1, A2 ,11/24/2015
11400,1552,580000,5,TOTTENVILLE              ,1,8050,19, ,A1,10307,1910,1, A1 ,12/29/2015
9080,1543,380000,5,TOTTENVILLE              ,1,8043,96, ,A1,10307,1920,1, A1 ,5/12/2015
4520,1540,505000,5,TOTTENVILLE              ,1,8044,53, ,A1,10307,1905,1, A1 ,9/17/2015
10050,1504,485000,5,TOTTENVILLE              ,1,7867,128, ,A1,10307,1925,1, A1 ,8/31/2015
11484,1504,525000,5,TOTTENVILLE              ,1,7889,10, ,A2,10307,1960,1, A2 ,11/4/2015
899,1503,298000,5,TOTTENVILLE              ,1,7863,12, ,A5,10307,1990,1, A5 ,5/13/2015
2230,1500,392500,5,TOTTENVILLE              ,1,8028,8, ,A5,10307,1996,1, A5 ,10/15/2015
950,1500,273500,5,TOTTENVILLE              ,1,7860,62, ,A5,10307,1988,1, A5 ,3/17/2015
1140,1500,287000,5,TOTTENVILLE              ,1,7860,58, ,A5,10307,1990,1, A5 ,10/16/2015
3000,1500,599000,5,TOTTENVILLE              ,1,7861,47, ,A1,10307,1994,1, A1 ,10/7/2015
2500,1500,379000,5,TOTTENVILLE              ,1,7862,54, ,A5,10307,1995,1, A5 ,2/13/2015
1140,1500,289000,5,TOTTENVILLE              ,1,7860,57, ,A5,10307,1988,1, A5 ,10/27/2015
7740,1408,380000,5,TOTTENVILLE              ,1,8045,23, ,A1,10307,1899,1, A1 ,7/2/2015
7380,1375,423000,5,TOTTENVILLE              ,1,7809,1, ,A2,10307,1899,1, A2 ,12/1/2015
1170,1350,340000,5,TOTTENVILLE              ,1,8028,105, ,A5,10307,1996,1, A5 ,7/6/2015
4000,1296,360000,5,TOTTENVILLE              ,1,7932,3, ,A1,10307,1965,1, A1 ,12/21/2015
2500,1284,307500,5,TOTTENVILLE              ,1,7888,25, ,A1,10307,1930,1, A1 ,11/3/2015
2576,1280,385000,5,TOTTENVILLE              ,1,7943,18, ,A1,10307,1975,1, A1 ,5/12/2015
4005,1252,300000,5,TOTTENVILLE              ,1,8008,56, ,A1,10309,1915,1, A1 ,3/25/2015
5800,1249,375000,5,TOTTENVILLE              ,1,7867,22, ,A1,10307,1920,1, A1 ,4/16/2015
12500,1248,830000,5,TOTTENVILLE              ,1,7884,5, ,A1,10307,1901,1, A1 ,8/31/2015
2820,1200,295000,5,TOTTENVILLE              ,1,7999,56, ,A5,10307,1988,1, A5 ,9/23/2015
5000,1200,469500,5,TOTTENVILLE              ,1,7885,29, ,A1,10307,1899,1, A1 ,7/20/2015
1570,1195,375000,5,TOTTENVILLE              ,1,7868,30, ,A5,10307,2005,1, A5 ,10/30/2015
10689,1192,550000,5,TOTTENVILLE              ,1,7867,72, ,A9,10307,1941,1, A9 ,9/23/2015
10011,1188,425000,5,TOTTENVILLE              ,1,8050,17, ,A2,10307,1945,1, A2 ,3/11/2015
4000,1144,273780,5,TOTTENVILLE              ,1,8022,106, ,A1,10307,1920,1, A1 ,9/25/2015
4000,1144,411792,5,TOTTENVILLE              ,1,8022,106, ,A1,10307,1920,1, A1 ,7/18/2015
5000,1128,490000,5,TOTTENVILLE              ,1,8022,74, ,A1,10307,1901,1, A1 ,3/5/2015
2236,1118,275000,5,TOTTENVILLE              ,1,8045,59, ,A1,10307,1915,1, A1 ,9/16/2015
3483,1028,379000,5,TOTTENVILLE              ,1,8021,77, ,A1,10307,1925,1, A1 ,1/6/2015
4095,1000,300000,5,TOTTENVILLE              ,1,8035,13, ,A1,10307,1901,1, A1 ,1/15/2015
656,997,298000,5,TOTTENVILLE              ,1,7863,228, ,A5,10307,1995,1, A5 ,11/5/2015
656,997,300000,5,TOTTENVILLE              ,1,7863,132, ,A5,10307,1995,1, A5 ,10/27/2015
656,997,300000,5,TOTTENVILLE              ,1,7863,211, ,A5,10307,1995,1, A5 ,8/31/2015
9321,978,560000,5,TOTTENVILLE              ,1,7812,90, ,A1,10307,1901,1, A1 ,9/10/2015
870,972,310000,5,TOTTENVILLE              ,1,7863,140, ,A5,10307,1995,1, A5 ,7/8/2015
2500,900,300000,5,TOTTENVILLE              ,1,7859,49, ,A2,10307,1930,1, A2 ,9/30/2015
2500,875,385000,5,TOTTENVILLE              ,1,7886,25, ,A1,10307,1930,1, A1 ,8/27/2015
713,832,255075,5,TOTTENVILLE              ,1,7863,71, ,A5,10307,1990,1, A5 ,7/22/2015
1103,825,250000,5,TOTTENVILLE              ,1,8014,4, ,A5,10307,1931,1, A5 ,3/6/2015
2500,800,359943,5,TOTTENVILLE              ,1,7880,54, ,A6,10307,1925,1, A6 ,7/22/2015
2500,721,380000,5,TOTTENVILLE              ,1,8038,63, ,A5,10307,1925,1, A5 ,6/18/2015
6000,700,437000,5,TOTTENVILLE              ,1,7812,73, ,A2,10307,1901,1, A2 ,9/17/2015
3000,500,350000,5,TOTTENVILLE              ,1,7914,49, ,A1,10307,1955,1, A1 ,10/19/2015
3000,500,350000,5,TOTTENVILLE              ,1,7914,49, ,A1,10307,1955,1, A1 ,10/9/2015
2633,2340,499000,5,TRAVIS                   ,1,2625,106, ,A1,10314,2015,1, A1 ,12/23/2015
2500,2235,496860,5,TRAVIS                   ,1,2631,27, ,A1,10314,2015,1, A1 ,9/3/2015
3068,2160,330000,5,TRAVIS                   ,1,2627,5, ,S1,10314,1901,1, S1 ,11/25/2015
